"preusuel";"sexratio_prenom";"n"
"loëvan";1;261
"loevann";1;77
"loévann";1;54
"loëvann";1;44
"loeve";0;32
"loeza";0;37
"lofti";1;23
"logan";0,990046703927724;13061
"logane";0,194957983193277;595
"logann";1;508
"loganne";0;29
"loggan";1;86
"loghan";1;429
"loghann";1;39
"loham";1;40
"lohan";0,980136436597111;4984
"lohana";0;67
"lohane";0,0549738219895288;382
"lohann";0,926907630522088;1245
"lohanna";0;26
"lohanne";0;175
"lohen";1;61
"lohengrin";1;22
"lohic";1;21
"loic";1;757
"loïc";1;105207
"loica";0;59
"loïca";0;26
"loice";0;71
"loïce";0;30
"loicia";0;343
"loïcia";0;160
"loick";1;2597
"loïck";1;368
"loicka";0;20
"loid";1;29
"loig";1;245
"loïg";1;51
"loik";1;715
"loïk";1;137
"loika";0;30
"loina";0;77
"loïna";0;45
"loine";0;33
"lois";0,686119873817035;634
"loïs";0,693930262591476;9292
"loisa";0;102
"loïsa";0;49
"loise";0;1471
"loïse";0;633
"loisse";0;20
"loiz";1;29
"loiza";0;103
"loïza";0;59
"loki";1;28
"lokman";1;369
"lokmane";1;161
"lokmen";1;43
"lola";0;67105
"lola-marie";0;26
"lola-rose";0;91
"lolan";1;54
"lolane";0;45
"lole";0;22
"loli";0;275
"lolia";0;27
"lolie";0;351
"lolina";0;24
"loline";0;84
"lolita";0;7051
"lolla";0;151
"lolly";0;73
"loly";0;217
"lolyta";0;53
"loma";0;37
"loman";1;66
"lomane";0;135
"lomee";0;32
"lomig";1;187
"lona";0;509
"lonan";1;39
"london";1;37
"long";1;88
"longin";1;27
"loni";0,935779816513762;327
"lonie";0;91
"lonis";1;207
"lonna";0;24
"lonni";1;109
"lonnie";0,404494382022472;89
"lonny";1;345
"lony";0,953241232731137;941
"lonys";1;70
"loo";0;45
"looane";0;40
"looka";1;115
"lookas";1;24
"loola";0;54
"loona";0;1648
"loqman";1;369
"loqmane";1;147
"loqmen";1;39
"lora";0;1117
"lorada";0;21
"loraine";0;595
"loralie";0;84
"loraline";0;128
"loraly";0;28
"loralyne";0;34
"loran";1;110
"lorana";0;65
"lorane";0;410
"loranne";0;68
"lorca";1;30
"lorcan";1;49
"lord";1;25
"lore";0;416
"lorea";0;276
"loreana";0;56
"loreane";0;61
"loredana";0;631
"lorédana";0;38
"loredane";0;109
"loreen";0;434
"loreena";0;230
"loreine";0;39
"lorela";0;21
"lorelai";0;66
"lorelaï";0;32
"lorelei";0;1599
"loreleï";0;389
"lorelene";0;31
"loreley";0;82
"lorelia";0;43
"lorélia";0;20
"lorelie";0;61
"lorélie";0;20
"loreline";0;335
"loréline";0;61
"lorella";0;248
"lorely";0;32
"lorelyne";0;83
"lorélyne";0;30
"loren";0,0306603773584906;848
"lorena";0;3429
"loréna";0;371
"lorèna";0;23
"lorence";0;48
"lorencia";0;35
"lorenco";1;20
"lorenda";0;34
"lorene";0;3076
"lorène";0;708
"lorenn";0;71
"lorenna";0;94
"lorenne";0;49
"lorens";1;94
"lorenso";1;40
"lorent";1;79
"lorentin";1;20
"lorentz";1;100
"lorenz";1;285
"lorenza";0;1464
"lorenzia";0;31
"lorenzo";1;24896
"lorenzzo";1;20
"loresa";0;27
"loreta";0;46
"loreto";1;27
"loretta";0;326
"lorette";0;2367
"loreva";0;26
"loreyna";0;22
"lori";0,23943661971831;426
"loria";0;118
"lorian";1;206
"loriana";0;473
"loriane";0;3053
"lorianna";0;48
"lorianne";0;353
"loriano";1;51
"loric";1;928
"lorick";1;624
"lorie";0;2386
"lorien";1;25
"lorik";1;983
"lorin";0,432098765432099;243
"lorina";0;390
"lorinda";0;217
"lorine";0;3369
"lorinne";0;106
"loris";0,995573355817875;14232
"loriss";1;37
"lorita";0;36
"lorline";0;41
"lorlyne";0;25
"lorna";0;1314
"lorrain";1;101
"lorraine";0;4313
"lorrene";0;27
"lorrenzo";1;23
"lorriane";0;34
"lorrie";0;245
"lorrine";0;58
"lorris";1;633
"lorry";0,56701030927835;388
"lorrys";1;38
"lory";0,235632183908046;1218
"lory-anne";0;21
"loryana";0;62
"loryane";0;189
"loryanne";0;40
"loryc";1;20
"loryck";1;22
"lorye";0;24
"loryk";1;23
"loryn";0;62
"loryna";0;43
"loryne";0;498
"lorys";1;1424
"losseni";1;39
"lotfi";1;1658
"lotfy";1;80
"lothaire";1;473
"lothar";1;123
"lotta";0;22
"lotte";0;41
"lottie";0;74
"lou";0,065497416490794;41223
"lou-ambre";0;24
"lou-an";0;48
"lou-ana";0;54
"lou-anaïs";0;23
"lou-andréa";0;168
"lou-ange";0;43
"lou-anh";0;123
"lou-ann";0;6347
"lou-anna";0;258
"lou-anne";0;7460
"lou-elise";0;27
"lou-eva";0;121
"lou-evan";1;21
"lou-eve";0;53
"lou-han";0;34
"lou-hann";0;29
"lou-jade";0;20
"lou-jeanne";0;29
"lou-marie";0;89
"lou-marine";0;31
"lou-rose";0;82
"lou-salomé";0;116
"lou'ann";0;38
"loua";0;42
"louai";1;131
"louaï";1;75
"louam";1;45
"louan";0,85352862849534;1502
"louana";0;1109
"louane";0,00173233243015147;22513
"louange";0;42
"louann";0,0795273075694666;3131
"louanna";0;175
"louanne";0;4816
"louardi";1;27
"louarn";1;26
"louay";1;706
"louaye";1;71
"louba";0;47
"loubena";0;24
"loubna";0;4092
"louca";0,991864406779661;2950
"loucas";1;2507
"loucca";1;23
"loucia";0;473
"loucian";1;116
"louciana";0;133
"louciane";1;29
"louciann";1;33
"louciano";1;53
"loucif";1;60
"loucine";0;30
"loucka";1;190
"louckas";1;57
"loucya";0;34
"loucyan";1;33
"loudia";0;29
"loudji";1;22
"loudmila";0;32
"loudwig";1;25
"loue";0;85
"louei";1;23
"loueï";1;29
"louella";0;92
"louen";0,966442953020134;596
"louën";1;31
"louena";0;59
"louéna";0;54
"louenn";0,731369150779896;577
"loueva";0;41
"louéva";0;23
"louey";1;109
"loueye";1;30
"louhan";0,777777777777778;126
"louhana";0;45
"louhane";0;311
"louhann";0,189189189189189;185
"louhanne";0;88
"louhna";0;36
"loui";1;41
"louidji";1;38
"louidjy";1;33
"louie";1;35
"louines";1;20
"louis";0,999684557943006;513565
"louïs";1;55
"louis-adrien";1;81
"louis-albert";1;23
"louis-alexandre";1;303
"louis-alexis";1;96
"louis-amaury";1;23
"louis-andré";1;68
"louis-ange";1;24
"louis-antoine";1;167
"louis-armand";1;40
"louis-arnaud";1;39
"louis-arthur";1;118
"louis-augustin";1;25
"louis-axel";1;26
"louis-baptiste";1;100
"louis-benoît";1;22
"louis-bernard";1;33
"louis-camille";1;27
"louis-charles";1;144
"louis-claude";1;37
"louis-clément";1;41
"louis-daniel";1;25
"louis-david";1;86
"louis-dominique";1;36
"louis-edouard";1;48
"louis-emmanuel";1;95
"louis-etienne";1;48
"louis-félix";1;100
"louis-ferdinand";1;53
"louis-françois";1;116
"louis-frédéric";1;55
"louis-gabriel";1;243
"louis-georges";1;94
"louis-gonzague";1;22
"louis-guillaume";1;89
"louis-guy";1;74
"louis-henri";1;120
"louis-henry";1;20
"louis-jacques";1;24
"louis-jean";1;91
"louis-josé";1;22
"louis-joseph";1;212
"louis-julien";1;26
"louis-laurent";1;22
"louis-mael";1;31
"louis-malo";1;24
"louis-manuel";1;24
"louis-marc";1;28
"louis-marie";1;1955
"louis-marin";1;37
"louis-martin";1;25
"louis-mathieu";1;25
"louis-mathis";1;32
"louis-maxence";1;36
"louis-maxime";1;45
"louis-michel";1;124
"louis-nicolas";1;106
"louis-noël";1;31
"louis-olivier";1;41
"louis-paul";1;157
"louis-philippe";1;512
"louis-pierre";1;165
"louis-raphaël";1;34
"louis-rené";1;33
"louis-simon";1;24
"louis-thomas";1;33
"louis-valentin";1;43
"louis-victor";1;195
"louis-vincent";1;40
"louis-xavier";1;93
"louisa";0;16779
"louisa-rose";0;21
"louisane";0;135
"louisanne";0;142
"louise";0,000199782544384382;260283
"louïse";0;21
"louise-amélie";0;24
"louise-anna";0;31
"louise-anne";0;165
"louise-marie";0;539
"louisette";0;20127
"louisia";0;304
"louisiana";0;56
"louisiane";0;1122
"louisianne";0;139
"louisie";0;109
"louison";0,469714550939893;8618
"louisy";0;185
"louiza";0;992
"louize";0;39
"louizon";0;22
"loujain";0;33
"loujaine";0;117
"loujaïne";0;58
"loujayn";0;100
"loujayna";0;21
"loujayne";0;183
"loujeyne";0;20
"louka";0,984970382813191;11311
"loukas";1;1855
"loukass";1;46
"loukia";0;112
"loukian";1;114
"loukiana";0;26
"loukina";0;30
"loukman";1;67
"loukmane";1;73
"loula";0;456
"loulia";0;118
"louliana";0;22
"loulou";0;48
"louloua";0;26
"loulya";0;30
"louma";0;47
"loumea";0;21
"louméa";0;29
"loumen";0;61
"loumène";0;33
"loumeo";1;32
"louméo";1;137
"loumi";0;24
"loumia";0;49
"loumna";0;20
"louna";0;32527
"lounah";0;56
"lounas";1;40
"loundja";0;24
"lounea";0;31
"lounéa";0;60
"lounes";0,978779840848806;1508
"lounès";1;351
"louness";0,791666666666667;120
"lounia";0;21
"lounis";1;1332
"louniss";1;36
"lounna";0;239
"louny";1;43
"lounys";1;156
"loup";0,976153447382063;1929
"louqman";1;143
"louqmane";1;62
"lourde";0;20
"lourdes";0;525
"lourenco";1;34
"lourenço";1;77
"louri";1;53
"loury";1;30
"loussia";0;36
"loussine";0;39
"loutfi";1;319
"louve";0;350
"louwan";1;22
"louwane";0;21
"louwen";1;38
"louwenn";0;62
"louy";1;114
"louys";1;64
"louysa";0;21
"louyse";0;42
"lova";0,314606741573034;89
"lovaina";0;30
"lovan";1;105
"lovana";0;39
"lovann";1;31
"love";0;63
"lovelie";0;24
"lovely";0;588
"lovena";0;54
"lovia";0;24
"lovina";0;49
"lovis";1;23
"lowan";1;367
"lowann";1;47
"lowell";1;80
"lowen";1;502
"lowenn";1;57
"lowens";1;23
"lowik";1;52
"loyan";1;34
"loyann";1;27
"loyc";1;23
"loyce";0,518518518518518;54
"loyd";1;195
"loyola";0;37
"loys";1;377
"loyse";0;50
"lu";0,523809523809524;42
"lu-ann";0;28
"lu'ay";1;36
"lua";0;140
"luan";0,832;750
"luana";0;1924
"luane";0;384
"luann";0,209677419354839;124
"luanna";0;65
"luanne";0;86
"luay";1;37
"luba";0;27
"lubert";1;45
"lubin";1;3311
"lubna";0;120
"luc";0,998062164531459;65021
"luc-alexandre";1;24
"luc-andré";1;40
"luc-antoine";1;50
"luc-emmanuel";1;30
"luc-henri";1;28
"luc-marie";1;55
"luc-michel";1;30
"luc-olivier";1;73
"luca";0,998238816484678;14195
"lùca";1;29
"lucas";0,999781578580139;164819
"lùcas";1;34
"lucay";1;689
"lucaz";1;21
"lucca";1;539
"luccas";1;30
"luccia";0;96
"lucciana";0;75
"lucciano";1;117
"luccio";1;22
"luce";0,0772342773078338;8157
"luce-marie";0;30
"lucelia";0;20
"lucene";0;31
"lucenzo";1;503
"lucet";1;199
"lucette";0;69951
"luchenzo";1;24
"lucho";1;43
"luci";0;35
"lucia";0;8258
"lùcia";0;51
"lucia-maria";0;21
"lucian";1;651
"luciana";0;1389
"luciane";0;502
"lucianna";0;113
"lucianne";0;199
"lucianno";1;24
"luciano";1;2586
"lucide";1;25
"lucie";0,000521446343171288;201363
"lucie-anne";0;74
"lucie-lou";0;71
"lucie-marie";0;57
"lucie-rose";0;20
"lucien";0,999571335383468;214620
"luciene";0;24
"lucienne";0;170758
"lucil";0;35
"lucila";0;44
"lucile";0,00194824794885163;36443
"lucilia";0;360
"lucilien";1;30
"lucilla";0;50
"lucille";0;9129
"lucillia";0;30
"lucina";0;199
"lucinda";0;1084
"lucine";0;885
"lucio";1;506
"lucius";1;120
"luck";1;175
"lucka";1;373
"luckas";1;387
"lucky";1;222
"lucman";1;24
"luco";1;155
"lucrece";0,0371621621621622;888
"lucrèce";0;90
"lucrecia";0;72
"lucretia";0;22
"lucrezia";0;122
"lucy";0;7589
"lucy-lou";0;30
"lucya";0;39
"lucyan";1;33
"lucye";0;55
"lucyl";0;58
"lucyle";0;279
"lucylle";0;113
"lucynda";0;131
"ludan";1;27
"luderce";1;54
"luderic";1;114
"luderick";1;23
"ludger";1;301
"ludgi";1;73
"ludgy";1;71
"ludiana";0;21
"ludie";0;22
"ludine";0;106
"ludivina";0;30
"ludivine";0;41876
"ludivyne";0;84
"ludiwine";0;276
"ludji";1;34
"ludjy";1;56
"ludmila";0;1100
"ludmilia";0;20
"ludmilla";0;1522
"ludmillia";0;25
"ludmina";0;85
"ludmyla";0;40
"ludmylla";0;22
"ludo";1;216
"ludovic";0,999119005105051;127129
"ludovica";0;111
"ludovick";1;241
"ludovico";1;67
"ludovie";0;33
"ludovik";1;102
"ludovina";0;27
"ludovine";0;119
"ludovique";0;93
"ludowic";1;32
"ludric";1;43
"ludrick";1;98
"ludvic";1;75
"ludvick";1;33
"ludvig";1;53
"ludvik";1;29
"ludvina";0;109
"ludvine";0;34
"ludwic";1;20
"ludwick";1;60
"ludwig";1;3311
"ludwik";1;108
"ludwika";0;23
"ludwin";1;32
"ludwina";0;68
"ludwine";0;105
"ludwing";1;28
"ludy";0;24
"ludyvine";0;307
"luella";0;20
"luena";0;76
"lug";1;31
"lugan";1;26
"lugdivine";0;262
"lughan";1;34
"luguy";1;36
"luhan";1;120
"luidgi";1;514
"luidgy";1;244
"luidji";1;268
"luidjy";1;182
"luiggi";1;115
"luiggy";1;24
"luigi";1;4489
"luigia";0;182
"luigina";0;180
"luigino";1;96
"luigui";1;24
"luiguy";1;54
"luigy";1;103
"luiji";1;21
"luis";1;8477
"luïs";1;59
"luis-filipe";1;76
"luis-manuel";1;70
"luis-miguel";1;125
"luis-philippe";1;20
"luisa";0;1882
"luisa-maria";0;21
"luise";0;46
"luisella";0;21
"luiz";1;258
"luiza";0;335
"luk";1;56
"luka";0,997820401046208;9176
"lùka";1;28
"lüka";1;21
"lukas";1;8457
"lukasz";1;90
"lukaz";1;35
"luke";1;1403
"luken";1;143
"lukian";1;65
"lukman";1;37
"lula";0;193
"lulia";0;20
"lulla";0;29
"lullaby";0;22
"lulu";1;24
"luma";0;85
"lumen";0;75
"lumi";0;39
"lumina";0;28
"luna";0;20192
"lùna";0;208
"lûna";0;27
"lüna";0;75
"luna-maria";0;29
"luna-marie";0;29
"luna-rose";0;42
"lunah";0;26
"lune";0;273
"lunis";1;34
"lunise";0;22
"lunna";0;74
"luo";1;20
"lupita";0;54
"luqman";1;336
"luqmân";1;20
"lurdes";0;167
"lusia";0;33
"lussy";0;26
"lutece";0;90
"lutèce";0;34
"lutecia";0;28
"lutetia";0;20
"lutfi";1;35
"lutfiye";0;47
"luther";1;275
"lutricia";0;34
"lutxo";1;24
"luu";0;22
"luuna";0;58
"luvio";1;37
"luyana";0;65
"luyanna";0;35
"luz";0;485
"luzia";0;93
"lwiza";0;23
"ly";0,357827476038339;313
"ly-ann";0;66
"ly-anne";0;32
"ly-lan";0;60
"ly-lou";0;71
"lya";0;7441
"lyaam";1;21
"lyad";1;155
"lyah";0;943
"lyam";0,99358527402036;7171
"lyame";0;25
"lyamin";1;29
"lyamine";1;100
"lyamna";0;20
"lyan";1;92
"lyana";0;3531
"lyanah";0;94
"lyandro";1;47
"lyane";0;143
"lyann";0,694117647058824;85
"lyanna";0;776
"lyannah";0;66
"lyanne";0;47
"lyano";1;44
"lyara";0;21
"lyas";1;43
"lyazid";1;160
"lycia";0;687
"lyda";0;188
"lyderic";1;270
"lydéric";1;38
"lyderick";1;20
"lydia";0;31255
"lydian";1;61
"lydiana";0;40
"lydiane";0;625
"lydianne";0;30
"lydie";0,00237019245962772;63286
"lydie-anne";0;47
"lydwine";0;192
"lyece";1;35
"lyel";0;40
"lyem";1;45
"lyenzo";1;25
"lyes";1;2142
"lyès";1;119
"lyess";1;235
"lyesse";1;72
"lygie";0;67
"lyha";0;199
"lyham";1;706
"lyhan";1;25
"lyhana";0;278
"lyhanna";0;122
"lyhia";0;36
"lyia";0;64
"lyiam";1;30
"lyla";0;1785
"lyla-rose";0;45
"lylah";0;124
"lylas";0;131
"lyli";0;53
"lyli-rose";0;20
"lylia";0;2745
"lyliah";0;51
"lylian";0,988555858310627;1835
"lyliana";0;117
"lyliane";0;2618
"lylianna";0;30
"lylianne";0;96
"lylie";0;352
"lylie-rose";0;43
"lylio";1;192
"lylla";0;62
"lyllia";0;61
"lyllian";1;50
"lyllie";0;44
"lylloo";0;42
"lyllou";0;126
"lylo";0,373134328358209;67
"lyloo";0;797
"lylou";0;7567
"lylouane";0;36
"lyloue";0;29
"lylwen";0;51
"lylwenn";0;251
"lyly";0;166
"lyly-rose";0;48
"lylya";0;24
"lyn";0;138
"lyna";0;10693
"lynaé";0;21
"lynaelle";0;44
"lynaëlle";0;56
"lynah";0;136
"lynaïs";0;30
"lynce";0;22
"lyncee";0;53
"lyncia";0;87
"lynda";0;5396
"lyndia";0;102
"lyndie";0;118
"lyndon";1;23
"lyndsay";0;227
"lyndsey";0;85
"lyne";0;2578
"lynelle";0;24
"lynes";0;35
"lynès";0;38
"lyness";0;23
"lynette";0;91
"lynn";0;1212
"lynna";0;513
"lynne";0;180
"lynnsha";0;71
"lyno";1;70
"lynoa";0;74
"lynsay";0;33
"lynsee";0;27
"lynsey";0;41
"lynsha";0;61
"lynsia";0;22
"lyo";0,434782608695652;46
"lyona";0;47
"lyonel";1;788
"lyonnel";1;255
"lyor";1;64
"lyora";0;41
"lyoris";1;91
"lyra";0;211
"lyria";0;90
"lyron";1;121
"lyrone";1;50
"lyronn";1;38
"lyroy";1;22
"lys";0,0719557195571956;542
"lysa";0;2323
"lysa-marie";0;26
"lysana";0;52
"lysandra";0;116
"lysandre";0,774217585692995;1342
"lysandro";1;162
"lysane";0;26
"lysange";0;36
"lysanna";0;24
"lysanne";0;25
"lysbeth";0;27
"lyse";0;2340
"lyse-marie";0;48
"lysea";0;412
"lyséa";0;413
"lysette";0;42
"lysia";0;332
"lysian";1;215
"lysiana";0;37
"lysiane";0;10117
"lysianne";0;509
"lysie";0;495
"lysis";0;76
"lyson";0;476
"lyssa";0;51
"lyssana";0;150
"lyssandra";0;55
"lyssandre";0,664268585131894;417
"lyssandro";1;110
"lyssia";0;358
"lytal";0;20
"lyv";0;47
"lyvan";1;238
"lyvana";0;35
"lyvann";1;213
"lyven";1;31
"lyvia";0;1003
"lyvie";0;74
"lyvio";1;262
"lywan";1;26
"lywen";0,666666666666667;84
"lywenn";0;81
"lyz";0;71
"lyza";0;122
"lyze";0;22
"lyzea";0;127
"lyzéa";0;158
"lyzia";0;46
"lyziane";0;21
"lyzie";0;130
"lyzio";1;31
"lyzzie";0;34
"m";0,813333333333333;225
"m'balou";0;24
"m'barek";1;105
"m'bark";1;39
"m'barka";0;107
"m'baye";1;44
"m'bemba";1;72
"m'hamed";1;626
"m'hammed";1;42
"m'hand";1;33
"m'mah";0;54
"m'mahawa";0;61
"m'paly";1;41
"m'rick";1;96
"ma";0;60
"maadi";1;23
"maamar";1;309
"maarten";1;35
"maati";1;99
"maayan";0;37
"maayana";0;20
"maayane";0;138
"maaz";1;20
"mabel";0;76
"mabintou";0;69
"mabinty";0;54
"mabrouck";1;27
"mabrouk";1;331
"mabrouka";0;289
"mac";1;81
"macaire";0,759493670886076;237
"macarena";0;26
"maceo";1;1337
"macéo";1;435
"macha";0;515
"maciej";1;49
"macinissa";1;22
"macire";0,767441860465116;215
"maciré";0,578125;64
"mack";1;28
"mackenson";1;22
"mackenzie";0,0824742268041237;291
"mackenzy";0;73
"macky";1;57
"mactar";1;35
"macy";0;35
"mada";0;25
"madalen";0;85
"madalena";0;247
"madalin";1;20
"madalina";0;59
"madani";1;712
"madany";1;53
"madassa";1;49
"maddalen";0;35
"maddalena";0;159
"maddi";0;134
"maddie";0;748
"maddison";0;54
"maddly";0;249
"maddox";1;28
"maddy";0,0303617571059432;1548
"maddyson";0;45
"madec";1;40
"madeg";1;45
"madelaine";0;681
"madeleine";0,000134710225163213;304357
"madeleine-sophie";0;21
"madelena";0;23
"madelie";0;50
"madeline";0;3584
"madelon";0;45
"madely";0;168
"madelyn";0;31
"madelyne";0;247
"maden";1;230
"madenn";0;246
"madge";0;29
"madgid";1;93
"madhi";1;138
"madhy";1;84
"madi";0,92;375
"madia";0;29
"madian";1;34
"madiana";0;376
"madiane";1;116
"madiba";1;170
"madie";0;233
"madigan";0,558441558441558;77
"madigane";0;69
"madigata";1;31
"madih";1;93
"madiha";0;182
"madihawa";1;24
"madil";1;21
"madimaro";1;30
"madin";1;20
"madina";0;779
"madine";0,611111111111111;54
"madinina";0;33
"madioula";0;23
"madis";1;22
"madison";0,0189504373177843;4802
"madisone";0;188
"madisonne";0;28
"madisson";0;939
"madissone";0;121
"madji";1;42
"madjid";1;1584
"madjide";1;73
"madjiguene";0;23
"madjouba";0;68
"madleen";0;248
"madlie";0;45
"madline";0;191
"madly";0;372
"madlyn";0;60
"madlyne";0;151
"mado";0;491
"madoline";0;28
"madona";0;52
"madonna";0;43
"madou";1;73
"madoussou";0;68
"madrick";1;21
"mady";0,483810709838107;1606
"madyan";1;73
"madyana";0;32
"madyane";1;27
"madyna";0;35
"madyson";0;1009
"madysone";0;87
"madysson";0;238
"madyssone";0;41
"mae";0,375210792580101;4744
"maé";0,712018140589569;3528
"maë";0,547297297297297;444
"mae-lee";0;22
"mae-li";0;20
"mae-lou";0;38
"mae-lynn";0;23
"mae-lys";0;41
"maedine";1;39
"maee";0;78
"maée";0;45
"maeko";0;22
"mael";0,983524774427986;32473
"maël";0,995601927665747;21373
"maela";0;1761
"maéla";0;22
"maëla";0;370
"maelan";0,922505307855626;942
"maélan";1;57
"maëlan";0,97244094488189;762
"maelane";0;532
"maélane";0;40
"maëlane";0;417
"maelann";0,382211538461538;416
"maëlann";0,457142857142857;210
"maelanne";0;56
"maëlanne";0;41
"maeldan";1;51
"maele";0;442
"maële";0;91
"maelee";0;35
"maeleen";0;131
"maëleen";0;59
"maelenn";0;472
"maëlenn";0;62
"maelhys";0;21
"maeli";0;500
"maéli";0;33
"maëli";0;139
"maelia";0;1186
"maélia";0;325
"maëlia";0;1029
"maelian";1;56
"maelic";1;24
"maelice";0;179
"maëlice";0;45
"maelick";1;29
"maëlick";1;22
"maelie";0;2926
"maélie";0;737
"maëlie";0;1563
"maelig";0,565217391304348;552
"maëlig";0,6;100
"maelik";1;36
"maelina";0;41
"maëlina";0;28
"maeline";0;3028
"maéline";0;603
"maëline";0;1813
"maelio";1;24
"maélio";1;25
"maëlio";1;25
"maelis";0;1804
"maélis";0;45
"maëlis";0;301
"maelise";0;162
"maëlise";0;33
"maeliss";0;1354
"maëliss";0;198
"maelisse";0;522
"maëlisse";0;96
"maeliz";0;24
"maell";0;47
"maella";0;903
"maëlla";0;301
"maellane";0;49
"maëllane";0;26
"maelle";0;24399
"maëlle";0;7264
"maelli";0;42
"maellia";0;150
"maëllia";0;96
"maellie";0;271
"maëllie";0;125
"maelline";0;139
"maëlline";0;58
"maellis";0;145
"maelly";0;977
"maélly";0;22
"maëlly";0;554
"maellya";0;74
"maëllya";0;151
"maellyne";0;59
"maëllyne";0;31
"maellys";0;1320
"maëllys";0;431
"maellyss";0;28
"maellysse";0;31
"maelo";1;134
"maélo";1;36
"maëlo";1;114
"maelou";0;70
"maëlou";0;38
"maelwenn";0;227
"maëlwenn";0;38
"maely";0;2499
"maély";0;215
"maëly";0;1932
"maelya";0;827
"maélya";0;238
"maëlya";0;1391
"maelyce";0;65
"maëlyce";0;26
"maelye";0;68
"maëlye";0;47
"maelyn";0;185
"maëlyn";0;113
"maelyna";0;22
"maëlyna";0;46
"maelyne";0;1745
"maélyne";0;223
"maëlyne";0;1801
"maelynn";0;195
"maëlynn";0;199
"maëlyo";1;40
"maelys";0,000713114169578549;28046
"maélys";0;534
"maëlys";0;13248
"maelyse";0;334
"maëlyse";0;120
"maelyss";0;1200
"maélyss";0;25
"maëlyss";0;441
"maelysse";0;561
"maélysse";0;31
"maëlysse";0;242
"maena";0;1247
